Dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piece Name,Set Name,Piece Type,Rarity,Base Def.,Fire Res.,Water Res.,Thunder Res.,Ice Res.,Dragon Res.,Lvl 1 Deco Slots,Lvl 2 Deco Slots,Lvl 3 Deco Slots,Text Description,Skill 1,Skill 1 Lvl,Skill 2,Skill 2 Lvl,Skill 3,Skill 3 Lvl,Group Skill,Set Bonus,Forging Price,Forge Mat 1,Forge Mat 1 Qty,Forge Mat 2,Forge Mat 2 Qty,Forge Mat 3,Forge Mat 3 Qty,Forge Mat 4,Forge Mat 4 Qty
Rathian Vambraces α,Rathian α,Arms,5,38,2,0,-2,0,-3,-,-,-,The green scales gracing these Rathian armguards show their true beauty when wreathed in hellfire.,Divine Blessing,2,Foray,1,-,-,Scaling Prowess,-,3500,Rathian Scale+,3,Rathian Carapace,3,Rathian Spike+,2,-,-
Rathian Coil α,Rathian α,Waist,5,38,2,0,-2,0,-3,-,-,-,"Resplendent with judicious light, this Rathian waistgear strikes fear into even the most vicious monsters.",Foray,1,Tool Specialist,1,-,-,Scaling Prowess,-,3500,Rathian Certificate S,1,Rathian Carapace,1,Rath Medulla,1,-,-
Rathian Greaves α,Rathian α,Legs,5,38,2,0,-2,0,-3,-,-,-,"Imbued with the Queen of the Land's strength, this Rathian leg armor tames the ground at your feet.",Recovery Speed,2,Foray,1,-,-,Scaling Prowess,-,3500,Rathian Certificate S,1,Rathian Carapace,2,Rathian Webbing,2,Dragonbone Relic,1
Rathian Helm β,Rathian β,Head,5,38,2,0,-2,0,-3,1,1,-,"Replete with queenly refinement, grace, and might, this sleek Rathian head armor has it all.",Divine Blessing,1,-,-,-,-,Scale Layering,-,3500,Rathian Scale+,2,Rathian Webbing,2,Monster Keenbone,2,-,-
Rathian Mail β,Rathian β,Chest,5,38,2,0,-2,0,-3,3,-,-,"Worthy of the Queen of the Land's name, common metals cannot pierce this Rathian chest armor.",Foray,1,-,-,-,-,Scale Layering,-,3500,Rathian Certificate S,1,Rathian Scale+,2,Rathian Ruby,1,-,-
Rathian Vambraces β,Rathian β,Arms,5,38,2,0,-2,0,-3,1,-,-,The green scales gracing these Rathian armguards show their true beauty when wreathed in hellfire.,Foray,1,Divine Blessing,1,-,-,Scale Layering,-,3500,Rathian Scale+,3,Rathian Carapace,3,Rathian Spike+,2,-,-
Rathian Coil β,Rathian β,Waist,5,38,2,0,-2,0,-3,-,1,-,"Resplendent with judicious light, this Rathian waistgear strikes fear into even the most vicious monsters.",Foray,1,-,-,-,-,Scale Layering,-,3500,Rathian Certificate S,1,Rathian Carapace,1,Rath Medulla,1,-,-
Rathian Greaves β,Rathian β,Legs,5,38,2,0,-2,0,-3,1,-,-,"Imbued with the Queen of the Land's strength, this Rathian leg armor tames the ground at your feet.",Foray,1,Recovery Speed,1,-,-,Scale Layering,-,3500,Rathian Certificate S,1,Rathian Carapace,2,Rathian Webbing,2,Dragonbone Relic,1
Ingot Helm α,Ingot α,Head,6,44,-2,0,3,-1,0,-,1,-,"Head armor fashioned from lustrous, golden ore. Regal protection with a crown to complete the look.",Divine Blessing,2,Resentment,1,-,-,-,-,4000,Fucium Ore,1,Carbalite Ore,2,Firecell Stone,1,-,-
Ingot Mail α,Ingot α,Chest,6,44,-2,0,3,-1,0,2,-,-,Chest armor crafted from brilliant golden ore. Its color and design are both highly pleasing.,Resentment,1,Windproof,1,-,-,-,-,4000,Fucium Ore,1,Carbalite Ore,1,Icium,4,-,-
Ingot Vambraces α,Ingot α,Arms,6,44,-2,0,3,-1,0,-,1,-,"Armguards fashioned from lustrous, golden ore. A union of artistry and utility with no absence of durability.",Stun Resistance,2,Resentment,1,-,-,-,-,4000,Fucium Ore,1,Carbalite Ore,2,Lightcrystal,2,-,-
Ingot Coil α,Ingot α,Waist,6,44,-2,0,3,-1,0,3,-,-,"Waistgear fashioned from lustrous, golden ore. It joins haute design with the very latest in armor craft.",Resentment,1,Divine Blessing,1,-,-,-,-,4000,Fucium Ore,1,Carbalite Ore,3,Novacrystal,1,-,-
Ingot Greaves α,Ingot α,Legs,6,44,-2,0,3,-1,0,-,1,-,"Leg armor fashioned from lustrous, golden ore. Clever smithing makes the metal feel fluid and light.",Resentment,1,Windproof,1,-,-,-,-,4000,Fucium Ore,1,Carbalite Ore,1,Firestone,2,-,-
G. Seikret Coil α,Guardian Seikret α,Waist,6,44,0,0,4,0,-3,1,-,-,"Guardian Seikret waistgear. The long, white feathers produce a faint, exquisite glow.",Earplugs,2,Jump Master,1,-,-,Guardian's Pulse,-,4000,Guardian Seikret Feather+,4,Tough Guardian Bone,4,-,-,-,-
G. Seikret Coil β,Guardian Seikret β,Waist,6,44,0,0,4,0,-3,1,1,-,"Guardian Seikret waistgear. The long, white feathers produce a faint, exquisite glow.",Earplugs,1,Jump Master,1,-,-,Guardian's Protection,-,4000,Guardian Seikret Feather+,4,Tough Guardian Bone,4,-,-,-,-
Gajau Boots α,Gajau α,Legs,6,44,0,5,0,0,0,3,-,-,Leg armor made from Gajau spoils. The pliable hide even has fans outside the hunter community.,Water Resistance,1,Outdoorsman,1,-,-,Flexible Leathercraft,-,4000,Gajau Hide,3,Monster Broth,5,-,-,-,-
G. Fulgur Helm α,Guardian Fulgur α,Head,6,48,-1,-1,2,-3,-2,-,-,-,Head armor made from Guardian Fulgur Anjanath spoils. To don it is to be seized by unspeakable cravings.,Agitator,2,Coalescence,1,-,-,Guardian's Pulse,Fulgur Anjanath's Will,5000,Guardian Fulgur Certificate S,1,Guardian Fulgur Pelt+,5,Guardian Fulgur Nosebone+,4,Thunder Sac,3
G. Fulgur Mail α,Guardian Fulgur α,Chest,6,48,-1,-1,2,-3,-2,-,1,-,Chest armor made from Guardian Fulgur Anjanath spoils. It instills a new vitality and sense of purpose.,Maximum Might,1,Coalescence,1,-,-,Guardian's Pulse,Fulgur Anjanath's Will,5000,Guardian Fulgur Certificate S,2,Guardian Fulgur Nosebone+,4,Guardian Fulgur Fang+,4,Wyvern Gem,1
G. Fulgur Vambraces α,Guardian Fulgur α,Arms,6,48,-1,-1,2,-3,-2,1,-,-,Armguards made from Guardian Fulgur Anjanath spoils. They agitate the wearer unless in constant motion.,Agitator,1,Maximum Might,1,-,-,Guardian's Pulse,Fulgur Anjanath's Will,5000,Guardian Fulgur Scale+,5,Guardian Fulgur Fang+,3,Guardian Pelt+,3,-,-
G. Fulgur Coil α,Guardian Fulgur α,Waist,6,48,-1,-1,2,-3,-2,2,-,-,Waistgear made from Guardian Fulgur Anjanath spoils. The white areas self-repair when damaged.,Maximum Might,1,Stamina Surge,1,-,-,Guardian's Pulse,Fulgur Anjanath's Will,5000,Guardian Fulgur Certificate S,1,Guardian Fulgur Scale+,3,Guardian Fulgur Fang+,2,Guardian Fulgur Gem,1
G. Fulgur Greaves α,Guardian Fulgur α,Legs,6,48,-1,-1,2,-3,-2,1,-,-,Leg armor made from Guardian Fulgur Anjanath spoils. Produces a faint white aura when worn.,Stamina Surge,2,Coalescence,1,-,-,Guardian's Pulse,Fulgur Anjanath's Will,5000,Guardian Fulgur Scale+,6,Guardian Fulgur Pelt+,6,Guardian Fulgur Tail,2,Guardian Blood+,2
G. Fulgur Helm β,Guardian Fulgur β,Head,6,48,-1,-1,2,-3,-2,-,1,-,Head armor made from Guardian Fulgur Anjanath spoils. To don it is to be seized by unspeakable cravings.,Agitator,2,-,-,-,-,Guardian's Protection,Fulgur Anjanath's Will,5000,Guardian Fulgur Certificate S,1,Guardian Fulgur Pelt+,5,Guardian Fulgur Nosebone+,4,Thunder Sac,3
G. Fulgur Mail β,Guardian Fulgur β,Chest,6,48,-1,-1,2,-3,-2,2,1,-,Chest armor made from Guardian Fulgur Anjanath spoils. It instills a new vitality and sense of purpose.,Maximum Might,1,-,-,-,-,Guardian's Protection,Fulgur Anjanath's Will,5000,Guardian Fulgur Certificate S,2,Guardian Fulgur Nosebone+,4,Guardian Fulgur Fang+,4,Wyvern Gem,1
G. Fulgur Vambraces β,Guardian Fulgur β,Arms,6,48,-1,-1,2,-3,-2,-,2,-,Armguards made from Guardian Fulgur Anjanath spoils. They agitate the wearer unless in constant motion.,Maximum Might,1,-,-,-,-,Guardian's Protection,Fulgur Anjanath's Will,5000,Guardian Fulgur Scale+,5,Guardian Fulgur Fang+,3,Guardian Pelt+,3,-,-
G. Fulgur Coil β,Guardian Fulgur β,Waist,6,48,-1,-1,2,-3,-2,-,2,-,Waistgear made from Guardian Fulgur Anjanath spoils. The white areas self-repair when damaged.,Stamina Surge,1,-,-,-,-,Guardian's Protection,Fulgur Anjanath's Will,5000,Guardian Fulgur Certificate S,1,Guardian Fulgur Scale+,3,Guardian Fulgur Fang+,2,Guardian Fulgur Gem,1
G. Fulgur Greaves β,Guardian Fulgur β,Legs,6,48,-1,-1,2,-3,-2,1,1,-,Leg armor made from Guardian Fulgur Anjanath spoils. Produces a faint white aura when worn.,Stamina Surge,1,Coalescence,1,-,-,Guardian's Protection,Fulgur Anjanath's Will,5000,Guardian Fulgur Scale+,6,Guardian Fulgur Pelt+,6,Guardian Fulgur Tail,2,Guardian Blood+,2
Doshaguma Helm α,Doshaguma α,Head,6,48,-3,2,-1,-1,4,1,1,-,Head armor made from Doshaguma parts. Pity any enemy who dares scoff at its imposing crest.,Free Meal,2,Stun Resistance,1,-,-,Fortifying Pelt,Doshaguma's Might,5000,Doshaguma Certificate S,2,Doshaguma Fang+,3,Quality Bone,2,-,-
Doshaguma Mail α,Doshaguma α,Chest,6,48,-3,2,-1,-1,4,1,-,-,Doshaguma chest armor. The lush shocks of fur function as a robust defensive layer.,Latent Power,1,Stamina Surge,1,-,-,Fortifying Pelt,Doshaguma's Might,5000,Doshaguma Certificate S,1,Doshaguma Hide+,5,Doshaguma Fang+,2,Herbivore Carapace,2
Doshaguma Braces α,Doshaguma α,Arms,6,48,-3,2,-1,-1,4,-,1,-,"Doshaguma armguards. Teeming with such feral power, they had to be restrained with metal bracers.",Stun Resistance,2,Stamina Surge,1,-,-,Fortifying Pelt,Doshaguma's Might,5000,Doshaguma Fur+,3,Doshaguma Claw+,2,Doshaguma Fang+,2,Great Stoutbone,3
Doshaguma Coil α,Doshaguma α,Waist,6,48,-3,2,-1,-1,4,1,-,-,Waistgear made from Doshaguma parts. Nothing can muss the thick pile of this sturdy sash.,Latent Power,2,-,-,-,-,Fortifying Pelt,Doshaguma's Might,5000,Doshaguma Certificate S,1,Doshaguma Fur+,5,Doshaguma Claw+,3,Beast Gem,1
Doshaguma Greaves α,Doshaguma α,Legs,6,48,-3,2,-1,-1,4,1,1,-,"Doshaguma leg armor. Whether dune or sandstorm, nothing can slow its wearer's progress.",Recovery Up,2,Free Meal,1,-,-,Fortifying Pelt,Doshaguma's Might,5000,Doshaguma Fur+,3,Doshaguma Hide+,4,Doshaguma Claw+,2,Acute Fang,2
Doshaguma Helm β,Doshaguma β,Head,6,48,-3,2,-1,-1,4,2,1,-,Head armor made from Doshaguma parts. Pity any enemy who dares scoff at its imposing crest.,Stun Resistance,1,Free Meal,1,-,-,Alluring Pelt,Doshaguma's Might,5000,Doshaguma Certificate S,2,Doshaguma Fang+,3,Quality Bone,2,-,-
Doshaguma Mail β,Doshaguma β,Chest,6,48,-3,2,-1,-1,4,3,-,-,Doshaguma chest armor. The lush shocks of fur function as a robust defensive layer.,Latent Power,1,-,-,-,-,Alluring Pelt,Doshaguma's Might,5000,Doshaguma Certificate S,1,Doshaguma Hide+,5,Doshaguma Fang+,2,Herbivore Carapace,2
Doshaguma Braces β,Doshaguma β,Arms,6,48,-3,2,-1,-1,4,1,1,-,"Doshaguma armguards. Teeming with such feral power, they had to be restrained with metal bracers.",Stun Resistance,1,Stamina Surge,1,-,-,Alluring Pelt,Doshaguma's Might,5000,Doshaguma Fur+,3,Doshaguma Claw+,2,Doshaguma Fang+,2,Great Stoutbone,3
Doshaguma Coil β,Doshaguma β,Waist,6,48,-3,2,-1,-1,4,-,2,-,Waistgear made from Doshaguma parts. Nothing can muss the thick pile of this sturdy sash.,Latent Power,1,-,-,-,-,Alluring Pelt,Doshaguma's Might,5000,Doshaguma Certificate S,1,Doshaguma Fur+,5,Doshaguma Claw+,3,Beast Gem,1
Doshaguma Greaves β,Doshaguma β,Legs,6,48,-3,2,-1,-1,4,2,1,-,"Doshaguma leg armor. Whether dune or sandstorm, nothing can slow its wearer's progress.",Recovery Up,1,Free Meal,1,-,-,Alluring Pelt,Doshaguma's Might,5000,Doshaguma Fur+,3,Doshaguma Hide+,4,Doshaguma Claw+,2,Acute Fang,2
G. Doshaguma Helm α,Guardian Doshaguma α,Head,6,48,-3,2,-1,-2,2,1,1,-,Head armor made from Guardian Doshaguma spoils. To don it is to be seized by unspeakable cravings.,Hunger Resistance,2,Heroics,1,-,-,Guardian's Pulse,Doshaguma's Might,5000,G. Doshaguma Certificate S,2,Guardian Doshaguma Claw+,2,Guardian Doshaguma Fang+,3,Guardian Blood+,2
G. Doshaguma Mail α,Guardian Doshaguma α,Chest,6,48,-3,2,-1,-2,2,1,1,-,Chest armor made from Guardian Doshaguma spoils. It instills a new vitality and sense of purpose.,Constitution,2,Iron Skin,1,-,-,Guardian's Pulse,Doshaguma's Might,5000,Guardian Doshaguma Fur+,3,Guardian Doshaguma Claw+,2,Guardian Pelt+,3,-,-
G. Doshaguma Braces α,Guardian Doshaguma α,Arms,6,48,-3,2,-1,-2,2,3,-,-,Armguards made from Guardian Doshaguma spoils. They agitate the wearer unless in constant motion.,Iron Skin,2,Heroics,1,-,-,Guardian's Pulse,Doshaguma's Might,5000,G. Doshaguma Certificate S,1,Guardian Doshaguma Fur+,5,Guardian Doshaguma Claw+,3,Beast Gem,1
G. Doshaguma Coil α,Guardian Doshaguma α,Waist,6,48,-3,2,-1,-2,2,-,1,-,Waistgear made from Guardian Doshaguma spoils. The white areas self-repair when damaged.,Heroics,2,Hunger Resistance,1,-,-,Guardian's Pulse,Doshaguma's Might,5000,Guardian Doshaguma Fur+,3,Guardian Doshaguma Hide+,4,Guardian Doshaguma Fang+,2,Stoutbone,2
G. Doshaguma Greaves α,Guardian Doshaguma α,Legs,6,48,-3,2,-1,-2,2,-,1,-,Leg armor made from Guardian Doshaguma spoils. Produces a faint white aura when worn.,Constitution,2,Heroics,1,-,-,Guardian's Pulse,Doshaguma's Might,5000,G. Doshaguma Certificate S,1,Guardian Doshaguma Hide+,5,Guardian Doshaguma Fang+,2,Guardian Seikret Feather+,2
G. Doshaguma Helm β,Guardian Doshaguma β,Head,6,48,-3,2,-1,-2,2,1,2,-,Head armor made from Guardian Doshaguma spoils. To don it is to be seized by unspeakable cravings.,Heroics,1,-,-,-,-,Guardian's Protection,Doshaguma's Might,5000,G. Doshaguma Certificate S,2,Guardian Doshaguma Claw+,2,Guardian Doshaguma Fang+,3,Guardian Blood+,2
G. Doshaguma Mail β,Guardian Doshaguma β,Chest,6,48,-3,2,-1,-2,2,-,2,-,Chest armor made from Guardian Doshaguma spoils. It instills a new vitality and sense of purpose.,Constitution,2,-,-,-,-,Guardian's Protection,Doshaguma's Might,5000,Guardian Doshaguma Fur+,3,Guardian Doshaguma Claw+,2,Guardian Pelt+,3,-,-
G. Doshaguma Braces β,Guardian Doshaguma β,Arms,6,48,-3,2,-1,-2,2,1,2,-,Armguards made from Guardian Doshaguma spoils. They agitate the wearer unless in constant motion.,Heroics,1,-,-,-,-,Guardian's Protection,Doshaguma's Might,5000,G. Doshaguma Certificate S,1,Guardian Doshaguma Fur+,5,Guardian Doshaguma Claw+,3,Beast Gem,1
G. Doshaguma Coil β,Guardian Doshaguma β,Waist,6,48,-3,2,-1,-2,2,1,1,-,Waistgear made from Guardian Doshaguma spoils. The white areas self-repair when damaged.,Heroics,2,-,-,-,-,Guardian's Protection,Doshaguma's Might,5000,Guardian Doshaguma Fur+,3,Guardian Doshaguma Hide+,4,Guardian Doshaguma Fang+,2,Stoutbone,2
G. Doshaguma Greaves β,Guardian Doshaguma β,Legs,6,48,-3,2,-1,-2,2,1,1,-,Leg armor made from Guardian Doshaguma spoils. Produces a faint white aura when worn.,Constitution,1,Heroics,1,-,-,Guardian's Protection,Doshaguma's Might,5000,G. Doshaguma Certificate S,1,Guardian Doshaguma Hide+,5,Guardian Doshaguma Fang+,2,Guardian Seikret Feather+,2
Ajarakan Helm α,Ajarakan α,Head,6,48,3,-3,1,-2,0,1,-,-,Imposing Ajarakan head armor. Donning it will draw the fires from within to burst forth.,Resentment,2,Bombardier,1,-,-,Fortifying Pelt,-,5000,Ajarakan Certificate S,1,Ajarakan Carapace,5,Ajarakan Ridge+,4,Charred Oilbone,2
Ajarakan Mail α,Ajarakan α,Chest,6,48,3,-3,1,-2,0,1,-,-,Ajarakan chest armor. The heat of its flames warns prey of their final immolation.,Resentment,2,Blast Resistance,1,-,-,Fortifying Pelt,-,5000,Ajarakan Scale+,5,Ajarakan Jewel+,3,Great Stoutbone,3,-,-
Ajarakan Vambraces α,Ajarakan α,Arms,6,48,3,-3,1,-2,0,-,1,-,Mighty Ajarakan armguards. They have just as much ground-shaking power as their namesake.,Bombardier,2,Partbreaker,1,-,-,Fortifying Pelt,-,5000,Ajarakan Certificate S,1,Ajarakan Jewel+,2,Ajarakan Scale+,3,Ajarakan Medulla,1
Ajarakan Coil α,Ajarakan α,Waist,6,48,3,-3,1,-2,0,1,-,-,Ajarakan waistgear. It acts as a tether to quell the wearer's exploding rage.,Blast Resistance,2,Partbreaker,2,-,-,Fortifying Pelt,-,5000,Ajarakan Certificate S,2,Ajarakan Ridge+,2,Ajarakan Tail,2,Ajarakan Marrow,1
Ajarakan Greaves α,Ajarakan α,Legs,6,48,3,-3,1,-2,0,-,-,-,Flame crested Ajarakan leg armor. A heat so fierce that each step makes the earth shudder in agony.,Partbreaker,2,Resentment,1,-,-,Fortifying Pelt,-,5000,Ajarakan Scale+,6,Ajarakan Carapace,6,Ajarakan Jewel+,4,Ajarakan Ridge+,3
Ajarakan Helm β,Ajarakan β,Head,6,48,3,-3,1,-2,0,1,1,-,Imposing Ajarakan head armor. Donning it will draw the fires from within to burst forth.,Resentment,1,Bombardier,1,-,-,Alluring Pelt,-,5000,Ajarakan Certificate S,1,Ajarakan Carapace,5,Ajarakan Ridge+,4,Charred Oilbone,2
Ajarakan Mail β,Ajarakan β,Chest,6,48,3,-3,1,-2,0,-,1,-,Ajarakan chest armor. The heat of its flames warns prey of their final immolation.,Resentment,2,-,-,-,-,Alluring Pelt,-,5000,Ajarakan Scale+,5,Ajarakan Jewel+,3,Great Stoutbone,3,-,-
Ajarakan Vambraces β,Ajarakan β,Arms,6,48,3,-3,1,-2,0,1,1,-,Mighty Ajarakan armguards. They have just as much ground-shaking power as their namesake.,Partbreaker,1,Bombardier,1,-,-,Alluring Pelt,-,5000,Ajarakan Certificate S,1,Ajarakan Jewel+,2,Ajarakan Scale+,3,Ajarakan Medulla,1
Ajarakan Coil β,Ajarakan β,Waist,6,48,3,-3,1,-2,0,-,1,-,Ajarakan waistgear. It acts as a tether to quell the wearer's exploding rage.,Partbreaker,2,Blast Resistance,1,-,-,Alluring Pelt,-,5000,Ajarakan Certificate S,2,Ajarakan Ridge+,2,Ajarakan Tail,2,Ajarakan Marrow,1
Ajarakan Greaves β,Ajarakan β,Legs,6,48,3,-3,1,-2,0,2,-,-,Flame crested Ajarakan leg armor. A heat so fierce that each step makes the earth shudder in agony.,Partbreaker,2,-,-,-,-,Alluring Pelt,-,5000,Ajarakan Scale+,6,Ajarakan Carapace,6,Ajarakan Jewel+,4,Ajarakan Ridge+,3
G. Ebony Helm α,Guardian Ebony α,Head,6,48,-2,-3,-2,-2,4,-,-,-,Head armor made from Guardian Ebony Odogaron spoils. To don it is to be seized by unspeakable cravings.,Burst,2,Earplugs,1,-,-,Guardian's Pulse,Ebony Odogaron's Power,5000,Guardian Ebony Scale+,6,Guardian Ebony Sinew+,6,Guardian Ebony Claw+,4,Guardian Ebony Fang+,3
G. Ebony Mail α,Guardian Ebony α,Chest,6,48,-2,-3,-2,-2,4,-,1,-,Chest armor made from Guardian Ebony Odogaron spoils. It instills a new vitality and sense of purpose.,Bleeding Resistance,2,Earplugs,1,-,-,Guardian's Pulse,Ebony Odogaron's Power,5000,Guardian Ebony Scale+,5,Guardian Ebony Claw+,3,Guardian Scale+,3,-,-
G. Ebony Braces α,Guardian Ebony α,Arms,6,48,-2,-3,-2,-2,4,-,-,-,Armguards made from Guardian Ebony Odogaron spoils. They agitate the wearer unless in constant motion.,Burst,2,Divine Blessing,1,-,-,Guardian's Pulse,Ebony Odogaron's Power,5000,G. Ebony Odogaron Certificate S,1,Guardian Ebony Claw+,2,Guardian Ebony Scale+,3,Guardian Ebony Gem,1
G. Ebony Coil α,Guardian Ebony α,Waist,6,48,-2,-3,-2,-2,4,-,1,-,Waistgear made from Guardian Ebony Odogaron spoils. The white areas self-repair when damaged.,Burst,1,Bleeding Resistance,1,-,-,Guardian's Pulse,Ebony Odogaron's Power,5000,G. Ebony Odogaron Certificate S,2,Guardian Ebony Fang+,2,Guardian Ebony Tail,2,Guardian Ebony Plate,1
G. Ebony Greaves α,Guardian Ebony α,Legs,6,48,-2,-3,-2,-2,4,-,1,-,Leg armor made from Guardian Ebony Odogaron spoils. Produces a faint white aura when worn.,Divine Blessing,2,Earplugs,1,-,-,Guardian's Pulse,Ebony Odogaron's Power,5000,G. Ebony Odogaron Certificate S,1,Guardian Ebony Sinew+,5,Guardian Ebony Fang+,4,Tough Guardian Bone,2
G. Ebony Helm β,Guardian Ebony β,Head,6,48,-2,-3,-2,-2,4,-,1,-,Head armor made from Guardian Ebony Odogaron spoils. To don it is to be seized by unspeakable cravings.,Burst,2,-,-,-,-,Guardian's Protection,Ebony Odogaron's Power,5000,Guardian Ebony Scale+,6,Guardian Ebony Sinew+,6,Guardian Ebony Claw+,4,Guardian Ebony Fang+,3
G. Ebony Mail β,Guardian Ebony β,Chest,6,48,-2,-3,-2,-2,4,-,2,-,Chest armor made from Guardian Ebony Odogaron spoils. It instills a new vitality and sense of purpose.,Earplugs,1,-,-,-,-,Guardian's Protection,Ebony Odogaron's Power,5000,Guardian Ebony Scale+,5,Guardian Ebony Claw+,3,Guardian Scale+,3,-,-
G. Ebony Braces β,Guardian Ebony β,Arms,6,48,-2,-3,-2,-2,4,1,1,-,Armguards made from Guardian Ebony Odogaron spoils. They agitate the wearer unless in constant motion.,Burst,1,Divine Blessing,1,-,-,Guardian's Protection,Ebony Odogaron's Power,5000,G. Ebony Odogaron Certificate S,1,Guardian Ebony Claw+,2,Guardian Ebony Scale+,3,Guardian Ebony Gem,1
G. Ebony Coil β,Guardian Ebony β,Waist,6,48,-2,-3,-2,-2,4,1,1,-,Waistgear made from Guardian Ebony Odogaron spoils. The white areas self-repair when damaged.,Burst,1,-,-,-,-,Guardian's Protection,Ebony Odogaron's Power,5000,G. Ebony Odogaron Certificate S,2,Guardian Ebony Fang+,2,Guardian Ebony Tail,2,Guardian Ebony Plate,1
G. Ebony Greaves β,Guardian Ebony β,Legs,6,48,-2,-3,-2,-2,4,1,1,-,Leg armor made from Guardian Ebony Odogaron spoils. Produces a faint white aura when worn.,Divine Blessing,1,Earplugs,1,-,-,Guardian's Protection,Ebony Odogaron's Power,5000,G. Ebony Odogaron Certificate S,1,Guardian Ebony Sinew+,5,Guardian Ebony Fang+,4,Tough Guardian Bone,2
Xu Wu Helm α,Xu Wu α,Head,6,48,1,1,1,-3,2,1,-,-,Concealing Xu Wu head armor. Fitting attire for hunters who dwell in darkness.,Adrenaline Rush,2,Ambush,1,-,-,Flexible Leathercraft,Xu Wu's Vigor,5000,Xu Wu Certificate S,2,Xu Wu Tentacle+,4,Xu Wu Fang+,5,Xu Wu Cerebrospinal Fluid,1
Xu Wu Mail α,Xu Wu α,Chest,6,48,1,1,1,-3,2,-,-,-,Xu Wu chest armor. The long scarf can be used as protective gear and multi-purpose rope.,Heroics,3,Ambush,1,-,-,Flexible Leathercraft,Xu Wu's Vigor,5000,Xu Wu Certificate S,1,Xu Wu Hide+,4,Xu Wu Claw+,4,Xu Wu Umbragem,1
Xu Wu Vambraces α,Xu Wu α,Arms,6,48,1,1,1,-3,2,1,1,-,Xu Wu armguards. The clever design gives the wearer's fingers a nimble edge even in the dark.,Earplugs,2,-,-,-,-,Flexible Leathercraft,Xu Wu's Vigor,5000,Xu Wu Hide+,6,Golden Corneum+,6,Xu Wu Claw+,3,Xu Wu Fang+,3
Xu Wu Coil α,Xu Wu α,Waist,6,48,1,1,1,-3,2,-,1,-,Slinky Xu Wu waistgear. The uniquely textured leather moves silent as a whisper.,Heroics,2,Earplugs,1,-,-,Flexible Leathercraft,Xu Wu's Vigor,5000,Xu Wu Hide+,5,Xu Wu Claw+,3,Guardian Seikret Feather+,2,-,-
Xu Wu Greaves α,Xu Wu α,Legs,6,48,1,1,1,-3,2,1,1,-,Xu Wu leg armor. Meticulously crafted to allow the wearer to slink silently through the dark.,Adrenaline Rush,1,Ambush,1,-,-,Flexible Leathercraft,Xu Wu's Vigor,5000,Xu Wu Certificate S,1,Golden Corneum+,5,Xu Wu Tentacle+,4,Torrent Sac,2
Xu Wu Helm β,Xu Wu β,Head,6,48,1,1,1,-3,2,1,1,-,Concealing Xu Wu head armor. Fitting attire for hunters who dwell in darkness.,Adrenaline Rush,2,-,-,-,-,Buttery Leathercraft,Xu Wu's Vigor,5000,Xu Wu Certificate S,2,Xu Wu Tentacle+,4,Xu Wu Fang+,5,Xu Wu Cerebrospinal Fluid,1
Xu Wu Mail β,Xu Wu β,Chest,6,48,1,1,1,-3,2,2,-,-,Xu Wu chest armor. The long scarf can be used as protective gear and multi-purpose rope.,Heroics,3,-,-,-,-,Buttery Leathercraft,Xu Wu's Vigor,5000,Xu Wu Certificate S,1,Xu Wu Hide+,4,Xu Wu Claw+,4,Xu Wu Umbragem,1
Xu Wu Vambraces β,Xu Wu β,Arms,6,48,1,1,1,-3,2,1,2,-,Xu Wu armguards. The clever design gives the wearer's fingers a nimble edge even in the dark.,Earplugs,1,-,-,-,-,Buttery Leathercraft,Xu Wu's Vigor,5000,Xu Wu Hide+,6,Golden Corneum+,6,Xu Wu Claw+,3,Xu Wu Fang+,3
Xu Wu Coil β,Xu Wu β,Waist,6,48,1,1,1,-3,2,2,1,-,Slinky Xu Wu waistgear. The uniquely textured leather moves silent as a whisper.,Heroics,1,Earplugs,1,-,-,Buttery Leathercraft,Xu Wu's Vigor,5000,Xu Wu Hide+,5,Xu Wu Claw+,3,Guardian Seikret Feather+,2,-,-
Xu Wu Greaves β,Xu Wu β,Legs,6,48,1,1,1,-3,2,1,2,-,Xu Wu leg armor. Meticulously crafted to allow the wearer to slink silently through the dark.,Adrenaline Rush,1,-,-,-,-,Buttery Leathercraft,Xu Wu's Vigor,5000,Xu Wu Certificate S,1,Golden Corneum+,5,Xu Wu Tentacle+,4,Torrent Sac,2
Rathalos Helm α,Rathalos α,Head,6,48,3,1,-2,1,-3,2,-,-,Head armor crafted from Rathalos parts. Equivalent to a king's crown with unparalleled defense.,Evade Window,2,Constitution,1,-,-,Scaling Prowess,Rathalos's Flare,5000,Rathalos Scale+,5,Rathalos Wing,3,Monster Keenbone,3,-,-
Rathalos Mail α,Rathalos α,Chest,6,48,3,1,-2,1,-3,1,-,-,"Chest armor made of Rathalos parts. Carved from the King of the Skies, it boasts overwhelming defense.",Adrenaline Rush,2,Constitution,1,-,-,Scaling Prowess,Rathalos's Flare,5000,Rathalos Scale+,6,Rathalos Carapace,6,Rathalos Tail,2,Dragonbone Relic,1
